"","species","ctg","orthogroup","gene","gene_orientation","start_gene","end_gene","value"
"63031","AGAMB","2L","EOG091705BP","AGAP007134","+",43325936,43336782,NA
"63032","AGAMB","2L","EOG0917011T","AGAP007135","-",43341879,43368282,NA
"63033","AGAMB","2L","EOG091701SP","AGAP007137","+",43520167,43549578,NA
"63034","AGAMB","2L","EOG091704VZ","AGAP007138","+",43554468,43555934,NA
"63035","AGAMB","2L","EOG091700C3","AGAP007140","+",43559239,43561048,0.011
"63036","AGAMB","2L","EOG091706TI","AGAP007141","+",43562501,43563392,NA
"63037","AGAMB","2L","EOG091706QC","AGAP007142","+",43564258,43565154,NA
"63038","AGAMB","2L","EOG09170094","AGAP007143","-",43565366,43573709,NA
"63039","AGAMB","2L","EOG091701W3","AGAP007145","+",43574317,43576650,NA
"63040","AGAMB","2L","EOG09170A8T","AGAP007146","-",43576940,43577529,NA
"63041","AGAMB","2L","EOG091709E9","AGAP007147","+",43578429,43578991,NA
"63042","AGAMB","2L","EOG09170C4C","AGAP007150","-",43582656,43582990,NA
"63043","AGAMB","2L","EOG09170B1E","AGAP007157","-",43597692,43597946,NA
"63044","AGAMB","2L","EOG091708L6","AGAP007161","+",43610683,43611511,NA
"63045","AGAMB","2L","EOG09170865","AGAP007162","-",43612502,43613226,NA
"63046","AGAMB","2L","EOG091703HK","AGAP007163","-",43619548,43706887,NA
"63047","AGAMB","2L","EOG091701XK","AGAP007164","+",43658099,43662415,0.099
"63048","AGAMB","2L","EOG091706YD","AGAP007165","-",43749731,43750558,NA
"63049","AGAMB","2L","EOG091701KK","AGAP007166","-",43752791,43755383,NA
"63050","AGAMB","2L","EOG09170BHZ","AGAP007167","-",43756937,43757374,NA
"63051","AGAMB","2L","EOG091703O6","AGAP007168","-",43757885,43759532,NA
"63052","AGAMB","2L","EOG091701PH","AGAP007169","+",43786072,43810960,NA
"63053","AGAMB","2L","EOG091707FD","AGAP007170","+",43814152,43814883,NA
"63054","AGAMB","2L","EOG091707FD","AGAP007171","+",43816657,43817367,NA
"63055","AGAMB","2L","EOG0917088G","AGAP007172","+",43817840,43819793,NA
"63056","AGAMB","2L","EOG0917088T","AGAP007173","-",43821855,43822693,0.01
"63057","AGAMB","2L","EOG0917020R","AGAP007174","+",43826438,43844461,0.124
"63058","AGAMB","2L","EOG091705YJ","AGAP007176","-",43851195,43853535,0.02
"63059","AGAMB","2L","EOG0917059K","AGAP007178","+",43909028,43910731,0.087
"63060","AGAMB","2L","EOG091700QU","AGAP007180","+",44029784,44052643,NA
"63061","AGAMB","2L","EOG091700GJ","AGAP007181","-",44060524,44070813,NA
"63062","AGAMB","2L","EOG091703V8","AGAP007182","+",44081860,44083237,NA
"63063","AGAMB","2L","EOG0917009I","AGAP007186","-",44107541,44122327,NA
"63064","AGAMB","2L","EOG09170BKU","AGAP007187","-",44166429,44166695,NA
"63065","AGAMB","2L","EOG09170BKU","AGAP007188","-",44168370,44168636,NA
"63066","AGAMB","2L","EOG09170BKU","AGAP007189","-",44170128,44170394,NA
"63067","AGAMB","2L","EOG09170BKU","AGAP007190","-",44172071,44172337,NA
"63068","AGAMB","2L","EOG09170BWC","AGAP007193","+",44183630,44183887,NA
"63069","AGAMB","2L","EOG09170BWC","AGAP007196","-",44191299,44191583,NA
"63070","AGAMB","2L","EOG0917061V","AGAP007197","-",44192386,44192868,NA
"63071","AGAMB","2L","EOG091700XT","AGAP007198","-",44194242,44200750,NA
"63072","AGAMB","2L","EOG09170BY8","AGAP007199","-",44247303,44247506,NA
"63073","AGAMB","2L","EOG09170C08","AGAP007200","-",44248847,44249053,NA
"63074","AGAMB","2L","EOG091709T5","AGAP007201","+",44269005,44269600,NA
"63075","AGAMB","2L","EOG09170AD8","AGAP007202","-",44269904,44270705,0.033
"63076","AGAMB","2L","EOG091700E2","AGAP007203","+",44295910,44300484,0.071
"63077","AGAMB","2L","EOG0917017W","AGAP007204","+",44280294,44283632,NA
"63078","AGAMB","2L","EOG091704NG","AGAP007205","+",44285004,44286158,NA
"63079","AGAMB","2L","EOG091700E2","AGAP007207","+",44307059,44312519,0.071
"63080","AGAMB","2L","EOG091706XI","AGAP007210","-",44345089,44360321,NA
"63081","AGAMB","2L","EOG091704WC","AGAP007211","+",44361268,44362678,NA
"63082","AGAMB","2L","EOG091700JM","AGAP007212","-",44362844,44366891,NA
"63083","AGAMB","2L","EOG09170A49","AGAP007213","+",44367385,44367839,NA
"63084","AGAMB","2L","EOG091704AV","AGAP007214","-",44367893,44369257,NA
"63085","AGAMB","2L","EOG09170302","AGAP007215","-",44369741,44371687,NA
"63086","AGAMB","2L","EOG091700GW","AGAP007216","-",44372106,44376380,0.027
"63087","AGAMB","2L","EOG0917038Z","AGAP007217","+",44379309,44381104,0.089
"63088","AGAMB","2L","EOG0917065R","AGAP007218","+",44381527,44383085,0.011
"63089","AGAMB","2L","EOG091706K5","AGAP007219","-",44383538,44384474,NA
"63090","AGAMB","2L","EOG09170A6H","AGAP007220","+",44388428,44388850,NA
"63091","AGAMB","2L","EOG091701U9","AGAP007221","+",44391214,44398585,NA
"63092","AGAMB","2L","EOG09170BMX","AGAP007223","+",44408537,44408800,0.031
"63093","AGAMB","2L","EOG09170BMX","AGAP007224","-",44409733,44410056,0.031
"63094","AGAMB","2L","EOG09170BMX","AGAP007230","-",44416174,44416437,0.031
"63095","AGAMB","2L","EOG09170BMX","AGAP007233","+",44421401,44421682,0.031
"63096","AGAMB","2L","EOG091700V7","AGAP007237","+",44471663,44503960,NA
"63097","AGAMB","2L","EOG091709IS","AGAP007238","-",44505628,44506563,NA
"63098","AGAMB","2L","EOG091702LP","AGAP007239","+",44506991,44509042,NA
"63099","AGAMB","2L","EOG0917077Y","AGAP007240","-",44509304,44510154,0.021
"63100","AGAMB","2L","EOG091708Y5","AGAP007241","+",44511157,44511837,NA
"63101","AGAMB","2L","EOG0917077Y","AGAP007242","-",44512338,44515161,0.021
"63102","AGAMB","2L","EOG09170B9E","AGAP007245","+",44519476,44519834,NA
"63103","AGAMB","2L","EOG09170AYZ","AGAP007246","-",44520107,44520645,NA
"63104","AGAMB","2L","EOG0917088Y","AGAP007247","+",44619841,44628520,NA
"63105","AGAMB","2L","EOG0917089A","AGAP007248","+",44577826,44610983,NA
"63106","AGAMB","2L","EOG09170A3K","AGAP007249","-",44638377,44640674,NA
"63107","AGAMB","2L","EOG091706UW","AGAP007251","-",44659094,44660035,NA
"63108","AGAMB","2L","EOG091706GI","AGAP007252","+",44661593,44662510,NA
"63109","AGAMB","2L","EOG0917027L","AGAP007253","-",44666102,44672068,NA
"63110","AGAMB","2L","EOG091704N4","AGAP007254","-",44696931,44698576,NA
"63111","AGAMB","2L","EOG091700R1","AGAP007256","+",44718290,44725290,NA
"63112","AGAMB","2L","EOG0917079L","AGAP007257","-",44735553,44750351,NA
"63113","AGAMB","2L","EOG0917017V","AGAP007258","-",44757513,44760849,0.673
"63114","AGAMB","2L","EOG0917074Y","AGAP007259","+",44761513,44763045,NA
"63115","AGAMB","2L","EOG0917062B","AGAP007262","-",44765598,44766548,NA
"63116","AGAMB","2L","EOG09170475","AGAP007263","+",44768147,44769808,NA
"63117","AGAMB","2L","EOG091703YJ","AGAP007269","+",44801195,44802739,NA
"63118","AGAMB","2L","EOG091703OF","AGAP007270","-",44803560,44805176,NA
"63119","AGAMB","2L","EOG091705Y9","AGAP007271","+",44815636,44817267,NA
"63120","AGAMB","2L","EOG091703E5","AGAP007272","-",44823970,44825663,NA
"63121","AGAMB","2L","EOG091703YP","AGAP007273","-",44826261,44827952,NA
"63122","AGAMB","2L","EOG091701ZU","AGAP007274","+",44828688,44830365,NA
"63123","AGAMB","2L","EOG091705OZ","AGAP007275","+",44835295,44836978,0.062
"63124","AGAMB","2L","EOG091705OZ","AGAP007276","+",44849037,44850720,0.062
"63125","AGAMB","X","EOG09170B9V","AGAP007278","+",1091287,1096754,NA
"63126","AGAMB","2L","EOG09170044","AGAP007280","+",44989406,44998017,NA
"63127","AGAMB","2L","EOG091702XB","AGAP007281","-",44998234,44999054,NA
"63128","AGAMB","2L","EOG091702XB","AGAP007282","-",44999450,45000275,NA
"63129","AGAMB","2L","EOG0917086F","AGAP007283","-",45000529,45001413,NA
"63130","AGAMB","2L","EOG091702XD","AGAP007284","-",45001949,45007428,NA
"63131","AGAMB","2L","EOG0917036V","AGAP007285","+",45003353,45004939,NA
"63132","AGAMB","2L","EOG091707R1","AGAP007286","-",45009044,45009783,NA
"63133","AGAMB","2L","EOG09170754","AGAP007287","+",45011203,45012023,NA
"63134","AGAMB","2L","EOG091707SR","AGAP007288","+",45012757,45013925,NA
"63135","AGAMB","2L","EOG091707Y0","AGAP007289","-",45014419,45015087,NA
"63136","AGAMB","2L","EOG091707XO","AGAP007291","-",45018649,45019656,NA
"63137","AGAMB","2L","EOG091707ZL","AGAP007292","-",45024188,45025180,NA
"63138","AGAMB","2L","EOG091707ZL","AGAP007293","-",45028787,45029812,NA
"63139","AGAMB","2L","EOG091704IE","AGAP007294","-",45037910,45039286,NA
"63140","AGAMB","2L","EOG091702VU","AGAP007295","-",45062787,45065364,NA
"63141","AGAMB","2L","EOG091708LV","AGAP007297","-",45066390,45067118,0.041
"63142","AGAMB","2L","EOG091700ZV","AGAP007299","-",45090195,45095641,NA
"63143","AGAMB","2L","EOG091702V6","AGAP007300","-",45096638,45098717,NA
"63144","AGAMB","2L","EOG091702WN","AGAP007302","-",45100595,45105159,NA
"63145","AGAMB","2L","EOG091707ZK","AGAP007303","-",45110030,45110940,0.067
"63146","AGAMB","2L","EOG091707KE","AGAP007304","-",45113066,45114016,NA
"63147","AGAMB","2L","EOG091707FS","AGAP007306","-",45129594,45130689,NA
"63148","AGAMB","2L","EOG091702OE","AGAP007308","-",45241788,45243705,NA
"63149","AGAMB","2L","EOG091706BC","AGAP007309","+",45257093,45258986,NA
"63150","AGAMB","2L","EOG091704NC","AGAP007310","+",45262504,45264622,NA
"63151","AGAMB","2L","EOG091702HQ","AGAP007311","+",45265943,45268624,NA
"63152","AGAMB","2L","EOG091708KK","AGAP007312","+",45308485,45309176,NA
"63153","AGAMB","2L","EOG0917093E","AGAP007313","-",45309741,45310506,NA
"63154","AGAMB","2L","EOG0917089S","AGAP007314","+",45314545,45315339,NA
"63155","AGAMB","2L","EOG09170973","AGAP007315","+",45315965,45316722,NA
"63156","AGAMB","2L","EOG091708S1","AGAP007316","+",45318571,45321613,NA
"63157","AGAMB","2L","EOG091708TB","AGAP007317","-",45327409,45330314,NA
"63158","AGAMB","2L","EOG0917057G","AGAP007318","-",45333497,45334164,NA
"63159","AGAMB","2L","EOG0917057G","AGAP007319","-",45335112,45336065,NA
"63160","AGAMB","2L","EOG0917057G","AGAP007320","-",45339426,45340121,NA
"63161","AGAMB","2L","EOG0917057G","AGAP007321","-",45341644,45342369,NA
"63162","AGAMB","2L","EOG09170928","AGAP007323","-",45345208,45345926,0.017
"63163","AGAMB","2L","EOG09170ATU","AGAP007325","-",45353935,45359753,NA
"63164","AGAMB","2L","EOG091700L2","AGAP007332","+",45601700,45606192,NA
"63165","AGAMB","2L","EOG091701BT","AGAP007333","+",45612392,45633848,0.162
"63166","AGAMB","2L","EOG091704UK","AGAP007334","+",45638652,45640040,NA
"63167","AGAMB","2L","EOG09170145","AGAP007335","-",45643052,45646676,NA
"63168","AGAMB","2L","EOG0917010A","AGAP007336","+",45691133,45697436,NA
"63169","AGAMB","2L","EOG091702TT","AGAP007337","-",45700092,45702000,NA
"63170","AGAMB","2L","EOG091704E5","AGAP007338","+",45702466,45704434,NA
"63171","AGAMB","2L","EOG09170A6D","AGAP007339","-",45705179,45709781,NA
"63172","AGAMB","2L","EOG091703AV","AGAP007340","+",45832729,45872257,NA
"63173","AGAMB","2L","EOG091701OX","AGAP007341","+",45889606,45895122,NA
"63174","AGAMB","2L","EOG091701PX","AGAP007342","-",45911420,45932891,0.01
"63175","AGAMB","2L","EOG091705EW","AGAP007343","-",45975834,45976406,NA
"63176","AGAMB","2L","EOG091705EW","AGAP007344","-",45977282,45977876,NA
"63177","AGAMB","2L","EOG091705EW","AGAP007345","-",45978983,45979578,NA
"63178","AGAMB","2L","EOG091709EH","AGAP007347","-",45981093,45981661,NA
"63179","AGAMB","2L","EOG091701WG","AGAP007348","+",45981854,45986361,NA
"63180","AGAMB","2L","EOG091704DQ","AGAP007349","-",45992090,45998069,NA
"63181","AGAMB","2L","EOG091705UW","AGAP007353","-",46005576,46006657,0.019
"63182","AGAMB","2L","EOG0917042G","AGAP007354","+",46008993,46011382,NA
"63183","AGAMB","2L","EOG091705JP","AGAP007355","+",46013491,46014521,NA
"63184","AGAMB","2L","EOG091705M5","AGAP007356","+",46018444,46019511,NA
"63185","AGAMB","2L","EOG09170549","AGAP007357","+",46027042,46028811,NA
"63186","AGAMB","2L","EOG091705GM","AGAP007358","+",46038017,46039147,NA
"63187","AGAMB","2L","EOG091706FZ","AGAP007359","-",46045215,46047032,NA
"63188","AGAMB","2L","EOG09170296","AGAP007361","+",46056998,46060657,0.014
"63189","AGAMB","2L","EOG09170AKM","AGAP007362","-",46062367,46078256,NA
"63190","AGAMB","2L","EOG091708J3","AGAP007363","+",46079819,46080462,NA
"63191","AGAMB","2L","EOG091704A8","AGAP007364","+",46081267,46083026,NA
"63192","AGAMB","2L","EOG091704A8","AGAP007365","+",46084531,46086587,NA
"63193","AGAMB","2L","EOG09170BDA","AGAP007366","-",46088415,46088947,NA
"63194","AGAMB","2L","EOG091702E9","AGAP007367","+",46097859,46108936,NA
"63195","AGAMB","2L","EOG091700EC","AGAP007368","-",46101500,46105442,NA
"63196","AGAMB","2L","EOG091706UH","AGAP007369","-",46112659,46113554,NA
"63197","AGAMB","2L","EOG091705N9","AGAP007370","+",46128285,46129403,NA
"63198","AGAMB","2L","EOG091705XE","AGAP007372","+",46135109,46135851,NA
"63199","AGAMB","2L","EOG09170693","AGAP007373","-",46136713,46137938,NA
"63200","AGAMB","2L","EOG091703FZ","AGAP007374","-",46153202,46155196,NA
"63201","AGAMB","2L","EOG091702WL","AGAP007375","-",46161081,46172637,NA
"63202","AGAMB","2L","EOG0917057Y","AGAP007376","+",46179766,46180836,NA
"63203","AGAMB","2L","EOG091702DU","AGAP007377","-",46183186,46188733,NA
"63204","AGAMB","2L","EOG091704MJ","AGAP007379","-",46195728,46199195,NA
"63205","AGAMB","2L","EOG09170AEB","AGAP007380","-",46200501,46200968,NA
"63206","AGAMB","2L","EOG091701GH","AGAP007381","-",46201548,46203515,NA
"63207","AGAMB","2L","EOG091702IT","AGAP007382","+",46204261,46209225,NA
"63208","AGAMB","2L","EOG091708DE","AGAP007383","+",46219079,46219793,NA
"63209","AGAMB","2L","EOG0917023Z","AGAP007384","-",46220707,46223241,NA
"63210","AGAMB","2L","EOG09170922","AGAP007385","+",46224017,46224924,NA
"63211","AGAMB","2L","EOG09170711","AGAP007386","+",46226891,46227413,NA
"63212","AGAMB","2L","EOG0917051H","AGAP007387","-",46252202,46253620,NA
"63213","AGAMB","2L","EOG09170006","AGAP007388","-",46254049,46272207,NA
"63214","AGAMB","2L","EOG09170276","AGAP007389","+",46274131,46276598,NA
"63215","AGAMB","2L","EOG0917022U","AGAP007390","-",46277483,46279749,NA
"63216","AGAMB","2L","EOG0917088B","AGAP007392","-",46284486,46285197,NA
"63217","AGAMB","2L","EOG091704L9","AGAP007394","-",46289025,46290628,NA
"63218","AGAMB","2L","EOG091700TF","AGAP007395","+",46291244,46294968,NA
"63219","AGAMB","2L","EOG0917058P","AGAP007397","-",46315895,46316713,NA
"63220","AGAMB","2L","EOG091702IZ","AGAP007399","+",46319052,46321375,NA
"63221","AGAMB","2L","EOG091703GX","AGAP007400","-",46321756,46323685,NA
"63222","AGAMB","2L","EOG091708AJ","AGAP007402","-",46328256,46329044,NA
"63223","AGAMB","2L","EOG091708AJ","AGAP007405","-",46335605,46336368,NA
"63224","AGAMB","2L","EOG091708K9","AGAP007407","+",46343734,46344324,NA
"63225","AGAMB","2L","EOG091704BX","AGAP007409","+",46349603,46350197,0.01
"63226","AGAMB","2L","EOG091708K9","AGAP007410","+",46351155,46351745,NA
"63227","AGAMB","2L","EOG091704BX","AGAP007411","+",46354145,46354732,0.01
"63228","AGAMB","2L","EOG091704BX","AGAP007412","+",46355209,46355803,0.01
"63229","AGAMB","2L","EOG091701E0","AGAP007413","-",46355948,46360275,NA
"63230","AGAMB","2L","EOG0917080J","AGAP007414","-",46395202,46395819,NA
"63231","AGAMB","2L","EOG091709SX","AGAP007415","+",46416664,46417148,NA
"63232","AGAMB","2L","EOG091705J0","AGAP007416","+",46461238,46518280,NA
"63233","AGAMB","2L","EOG091700PP","AGAP007417","+",46521888,46526012,NA
"63234","AGAMB","2L","EOG091707X2","AGAP007418","-",46526191,46527142,NA
"63235","AGAMB","2L","EOG0917050D","AGAP007419","+",46530589,46532022,NA
"63236","AGAMB","2L","EOG0917053C","AGAP007420","+",46535213,46550431,NA
"63237","AGAMB","2L","EOG091705QI","AGAP007421","+",46553575,46560565,NA
"63238","AGAMB","2L","EOG091701SW","AGAP007422","-",46555886,46559055,NA
"63239","AGAMB","2L","EOG091701BW","AGAP007423","+",46561064,46565258,NA
"63240","AGAMB","2L","EOG091704PB","AGAP007439","+",46595186,46597354,NA
"63241","AGAMB","2L","EOG091702IE","AGAP007440","-",46622717,46627516,NA
"63242","AGAMB","2L","EOG0917059D","AGAP007443","-",46604229,46605476,0.036
"63243","AGAMB","2L","EOG091706HW","AGAP007451","+",46637059,46638357,0.01
"63244","AGAMB","2L","EOG091700C1","AGAP007452","-",46638959,46673632,NA
"63245","AGAMB","2L","EOG0917078N","AGAP007453","+",46645882,46647345,NA
"63246","AGAMB","2L","EOG091704IS","AGAP007454","-",46647403,46649045,0.014
"63247","AGAMB","2L","EOG091703P6","AGAP007455","+",46649409,46650914,NA
"63248","AGAMB","2L","EOG0917036E","AGAP007456","+",46651184,46652888,NA
"63249","AGAMB","2L","EOG091704UN","AGAP007458","+",46698927,46700291,NA
"63250","AGAMB","2L","EOG091702KW","AGAP007459","+",46706650,46708792,NA
"63251","AGAMB","2L","EOG09170B7T","AGAP007460","+",46712300,46712766,NA
"63252","AGAMB","2L","EOG091706TO","AGAP007461","-",46716478,46717632,NA
"63253","AGAMB","2L","EOG09170CLS","AGAP007462","+",46719329,46720531,NA
"63254","AGAMB","2L","EOG09170CLS","AGAP007463","+",46721547,46722749,NA
"63255","AGAMB","2L","EOG09170084","AGAP007464","+",46723729,46724931,NA
"63256","AGAMB","2L","EOG09170084","AGAP007467","+",46732652,46733872,NA
"63257","AGAMB","2L","EOG09170084","AGAP007468","+",46734471,46735691,NA
"63258","AGAMB","2L","EOG09170084","AGAP007469","+",46736292,46737512,NA
"63259","AGAMB","2L","EOG09170084","AGAP007470","+",46738111,46739276,NA
"63260","AGAMB","2L","EOG09170084","AGAP007471","+",46739922,46741142,NA
"63261","AGAMB","2L","EOG0917013J","AGAP007472","+",46742693,46750215,0.01
"63262","AGAMB","2L","EOG091707FJ","AGAP007473","-",46748309,46749737,NA
"63263","AGAMB","2L","EOG0917002C","AGAP007474","-",46754148,46767650,NA
"63264","AGAMB","2L","EOG091706QR","AGAP007475","+",46825565,46826543,NA
"63265","AGAMB","2L","EOG091705PK","AGAP007477","-",46827698,46828791,0.085
"63266","AGAMB","2L","EOG091702CF","AGAP007478","+",46836246,46839909,NA
"63267","AGAMB","2L","EOG091706ZV","AGAP007479","-",46844095,46845057,NA
"63268","AGAMB","2L","EOG091703E8","AGAP007480","+",46846043,46847806,NA
"63269","AGAMB","2L","EOG09170AY8","AGAP007481","+",46848167,46848867,0.013
"63270","AGAMB","2L","EOG091701XH","AGAP007482","+",46849524,46851979,NA
"63271","AGAMB","2L","EOG091704HF","AGAP007483","-",46852123,46853808,NA
"63272","AGAMB","2L","EOG091707G2","AGAP007485","+",46857833,46858479,NA
"63273","AGAMB","2L","EOG0917085G","AGAP007486","+",46862333,46863793,NA
"63274","AGAMB","2L","EOG09170B38","AGAP007487","-",46866013,46866630,NA
"63275","AGAMB","2L","EOG091703VR","AGAP007488","+",46866898,46869560,0.017
"63276","AGAMB","2L","EOG0917033X","AGAP007489","-",46871175,46875084,NA
"63277","AGAMB","2L","EOG091700DC","AGAP007490","-",46876393,46880063,NA
"63278","AGAMB","2L","EOG091702D7","AGAP007491","+",46899672,46903287,NA
"63279","AGAMB","2L","EOG09170BEP","AGAP007492","-",46903948,46904181,NA
"63280","AGAMB","2L","EOG09170665","AGAP007493","+",46904863,46905810,NA
"63281","AGAMB","2L","EOG09170366","AGAP007495","+",46917507,46918876,0.024
"63282","AGAMB","2L","EOG091708QX","AGAP007497","-",46920389,46921978,NA
"63283","AGAMB","2L","EOG091702T7","AGAP007498","+",46923249,46925420,NA
"63284","AGAMB","2L","EOG091708G3","AGAP007500","+",46930799,46956025,NA
"63285","AGAMB","2L","EOG091709ZN","AGAP007501","+",46959668,46967179,NA
"63286","AGAMB","2L","EOG091700UQ","AGAP007502","-",46969192,46972859,NA
"63287","AGAMB","2L","EOG091700AE","AGAP007503","+",46973938,46982506,NA
"63288","AGAMB","2L","EOG091700BN","AGAP007504","-",46984090,46989863,NA
"63289","AGAMB","2L","EOG091703I1","AGAP007505","+",46991581,46993014,NA
"63290","AGAMB","2L","EOG0917040I","AGAP007506","-",46993158,46994672,NA
"63291","AGAMB","2L","EOG091709H9","AGAP007507","+",46994915,46996546,NA
"63292","AGAMB","2L","EOG09170133","AGAP007509","+",46996868,47000621,NA
"63293","AGAMB","2L","EOG091701WY","AGAP007511","+",47002731,47005242,NA
"63294","AGAMB","2L","EOG091703TE","AGAP007513","-",47111200,47112840,0.019
"63295","AGAMB","2L","EOG091700HO","AGAP007514","-",47113511,47115220,0.035
"63296","AGAMB","2L","EOG091705IC","AGAP007517","-",47121354,47123286,NA
"63297","AGAMB","2L","EOG091702H1","AGAP007518","-",47125004,47126258,NA
"63298","AGAMB","2L","EOG091704EH","AGAP007519","-",47128357,47129560,NA
"63299","AGAMB","2L","EOG091706AR","AGAP007520","+",47130289,47131654,NA
"63300","AGAMB","2L","EOG091707TD","AGAP007522","+",47143097,47143841,NA
"63301","AGAMB","2L","EOG091700A6","AGAP007523","+",47149991,47187217,0.068
"63302","AGAMB","2L","EOG091703AS","AGAP007524","-",47191856,47193568,NA
"63303","AGAMB","2L","EOG091702KI","AGAP007525","+",47221129,47223688,NA
"63304","AGAMB","2L","EOG091707W8","AGAP007529","-",47225558,47228434,NA
"63305","AGAMB","2L","EOG091700MC","AGAP007530","-",47233659,47240278,NA
